"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Uruguay","URY","Net migration","SM.POP.NETM","2057","703","-623","-1707","-2623","-3542","-4599","-5938","-8028","-11149","-12727","-13288","-13817","-14312","-14512","-14350","-14096","-14280","-14611","-14552","-14252","-13577","-12131","-10671","-9730","-8832","-8046","-6833","-6582","-7229","-7499","-7714","-7850","-7922","-7955","-8339","-7397","-6938","-7048","-7441","-11076","-14620","-16957","-17105","-15668","-16086","-13161","-10750","-9458","-8510","-7696","-6982","-6317","-5647","-4919","-4157","-3506","-3091","-2963","-2899","-1482","-1482","-1501","-1501","-1348","-1338",
