medicion,empresa,tipo_eleccion,anio_medicion,anio_gobierno,eleccion,fecha,partido,sigla,candidato,presidente,categoria,categoria_unificada,valor
Intencion de voto,Factum,Nacional,2021,,2024,2021-11-15,Frente Amplio,FA,,,,,39
Intencion de voto,Factum,Nacional,2021,,2024,2021-11-15,Partido Nacional,PN,,,,,30
Intencion de voto,Factum,Nacional,2021,,2024,2021-11-15,Partido Colorado,PC,,,,,8
Intencion de voto,Factum,Nacional,2021,,2024,2021-11-15,Cabildo Abierto,CA,,,,,9
Intencion de voto,Factum,Nacional,2021,,2024,2021-11-15,Partido Independiente,PI,,,,,2
Intencion de voto,Factum,Nacional,2021,,2024,2021-11-15,Partido Ecologista Radical Intransigente,PERI,,,,,1
Intencion de voto,Factum,Nacional,2021,,2024,2021-11-15,Unidad Popular,UP,,,,,1
Intencion de voto,Factum,Nacional,2021,,2024,2021-11-15,Otros partidos,OtrosP,,,,,1
Intencion de voto,Factum,Nacional,2021,,2024,2021-11-15,Blanco o anulado,B/A,,,,,2
Intencion de voto,Factum,Nacional,2021,,2024,2021-11-15,No sabe o no contesta,NS/NC,,,,,7
Intencion de voto,Factum,Nacional,2022,,2024,2022-06-13,Frente Amplio,FA,,,,,39
Intencion de voto,Factum,Nacional,2022,,2024,2022-06-13,Partido Nacional,PN,,,,,28
Intencion de voto,Factum,Nacional,2022,,2024,2022-06-13,Partido Colorado,PC,,,,,8
Intencion de voto,Factum,Nacional,2022,,2024,2022-06-13,Cabildo Abierto,CA,,,,,8
Intencion de voto,Factum,Nacional,2022,,2024,2022-06-13,Partido Independiente,PI,,,,,3
Intencion de voto,Factum,Nacional,2022,,2024,2022-06-13,Otros partidos,OtrosP,,,,,3
Intencion de voto,Factum,Nacional,2022,,2024,2022-06-13,Blanco o anulado,B/A,,,,,4
Intencion de voto,Factum,Nacional,2022,,2024,2022-06-13,No sabe o no contesta,NS/NC,,,,,7
Intencion de voto,Factum,Nacional,2022,,2024,2022-10-16,Frente Amplio,FA,,,,,41
Intencion de voto,Factum,Nacional,2022,,2024,2022-10-16,Partido Nacional,PN,,,,,27
Intencion de voto,Factum,Nacional,2022,,2024,2022-10-16,Partido Colorado,PC,,,,,8
Intencion de voto,Factum,Nacional,2022,,2024,2022-10-16,Cabildo Abierto,CA,,,,,8
Intencion de voto,Factum,Nacional,2022,,2024,2022-10-16,Partido Independiente,PI,,,,,3
Intencion de voto,Factum,Nacional,2022,,2024,2022-10-16,Otros partidos,OtrosP,,,,,3
Intencion de voto,Factum,Nacional,2022,,2024,2022-10-16,Blanco o anulado,B/A,,,,,3
Intencion de voto,Factum,Nacional,2022,,2024,2022-10-16,No sabe o no contesta,NS/NC,,,,,7
Intencion de voto,Factum,Nacional,2023,,2024,2023-02-20,Frente Amplio,FA,,,,,41
Intencion de voto,Factum,Nacional,2023,,2024,2023-02-20,Partido Nacional,PN,,,,,26
Intencion de voto,Factum,Nacional,2023,,2024,2023-02-20,Partido Colorado,PC,,,,,6
Intencion de voto,Factum,Nacional,2023,,2024,2023-02-20,Cabildo Abierto,CA,,,,,9
Intencion de voto,Factum,Nacional,2023,,2024,2023-02-20,Partido Independiente,PI,,,,,4
Intencion de voto,Factum,Nacional,2023,,2024,2023-02-20,Otros partidos,OtrosP,,,,,4
Intencion de voto,Factum,Nacional,2023,,2024,2023-02-20,Blanco o anulado,B/A,,,,,3
Intencion de voto,Factum,Nacional,2023,,2024,2023-02-20,No sabe o no contesta,NS/NC,,,,,7
Intencion de voto,Factum,Nacional,2023,,2024,2023-05-11,Frente Amplio,FA,,,,,41
Intencion de voto,Factum,Nacional,2023,,2024,2023-05-11,Partido Nacional,PN,,,,,23
Intencion de voto,Factum,Nacional,2023,,2024,2023-05-11,Partido Colorado,PC,,,,,8
Intencion de voto,Factum,Nacional,2023,,2024,2023-05-11,Cabildo Abierto,CA,,,,,11
Intencion de voto,Factum,Nacional,2023,,2024,2023-05-11,Partido Independiente,PI,,,,,4
Intencion de voto,Factum,Nacional,2023,,2024,2023-05-11,Otros partidos,OtrosP,,,,,3
Intencion de voto,Factum,Nacional,2023,,2024,2023-05-11,Blanco o anulado,B/A,,,,,3
Intencion de voto,Factum,Nacional,2023,,2024,2023-05-11,No sabe o no contesta,NS/NC,,,,,7
Intencion de voto,Cifra,Nacional,2022,,2024,2022-10-31,Frente Amplio,FA,,,,,43
Intencion de voto,Cifra,Nacional,2022,,2024,2022-10-31,Partido Nacional,PN,,,,,31
Intencion de voto,Cifra,Nacional,2022,,2024,2022-10-31,Partido Colorado,PC,,,,,4
Intencion de voto,Cifra,Nacional,2022,,2024,2022-10-31,Cabildo Abierto,CA,,,,,2
Intencion de voto,Cifra,Nacional,2022,,2024,2022-10-31,Partido Independiente,PI,,,,,1
Intencion de voto,Cifra,Nacional,2022,,2024,2022-10-31,Coalición Multicolor,CM,,,,,1
Intencion de voto,Cifra,Nacional,2022,,2024,2022-10-31,No sabe o no contesta,NS/NC,,,,,18
Intencion de voto,Cifra,Nacional,2023,,2024,2023-02-27,Frente Amplio,FA,,,,,43
Intencion de voto,Cifra,Nacional,2023,,2024,2023-02-27,Partido Nacional,PN,,,,,30
Intencion de voto,Cifra,Nacional,2023,,2024,2023-02-27,Partido Colorado,PC,,,,,3
Intencion de voto,Cifra,Nacional,2023,,2024,2023-02-27,Cabildo Abierto,CA,,,,,2
Intencion de voto,Cifra,Nacional,2023,,2024,2023-02-27,Partido Independiente,PI,,,,,1
Intencion de voto,Cifra,Nacional,2023,,2024,2023-02-27,Coalición Multicolor,CM,,,,,2
Intencion de voto,Cifra,Nacional,2023,,2024,2023-02-27,No sabe o no contesta,NS/NC,,,,,19
Intencion de voto,Cifra,Nacional,2023,,2024,2023-05-03,Frente Amplio,FA,,,,,41
Intencion de voto,Cifra,Nacional,2023,,2024,2023-05-03,Partido Nacional,PN,,,,,30
Intencion de voto,Cifra,Nacional,2023,,2024,2023-05-03,Partido Colorado,PC,,,,,3
Intencion de voto,Cifra,Nacional,2023,,2024,2023-05-03,Cabildo Abierto,CA,,,,,4
Intencion de voto,Cifra,Nacional,2023,,2024,2023-05-03,Partido Independiente,PI,,,,,1
Intencion de voto,Cifra,Nacional,2023,,2024,2023-05-03,Coalición Multicolor,CM,,,,,2
Intencion de voto,Cifra,Nacional,2023,,2024,2023-05-03,No sabe o no contesta,NS/NC,,,,,19
Intencion de voto,Opción,Nacional,2022,,2024,2022-11-10,Frente Amplio,FA,,,,,40
Intencion de voto,Opción,Nacional,2022,,2024,2022-11-10,Partido Nacional,PN,,,,,28
Intencion de voto,Opción,Nacional,2022,,2024,2022-11-10,Partido Colorado,PC,,,,,6
Intencion de voto,Opción,Nacional,2022,,2024,2022-11-10,Cabildo Abierto,CA,,,,,5
Intencion de voto,Opción,Nacional,2022,,2024,2022-11-10,Partido Independiente,PI,,,,,1
Intencion de voto,Opción,Nacional,2022,,2024,2022-11-10,Partido Ecologista Radical Intransigente,PERI,,,,,1
Intencion de voto,Opción,Nacional,2022,,2024,2022-11-10,Otros partidos,OtrosP,,,,,1
Intencion de voto,Opción,Nacional,2022,,2024,2022-11-10,No sabe o no contesta,NS/NC,,,,,12
Intencion de voto,Opción,Nacional,2022,,2024,2022-11-10,Blanco o anulado,B/A,,,,,6
Intencion de voto,Opción,Nacional,2023,,2024,2023-05-22,Frente Amplio,FA,,,,,42
Intencion de voto,Opción,Nacional,2023,,2024,2023-05-22,Partido Nacional,PN,,,,,30
Intencion de voto,Opción,Nacional,2023,,2024,2023-05-22,Partido Colorado,PC,,,,,4
Intencion de voto,Opción,Nacional,2023,,2024,2023-05-22,Cabildo Abierto,CA,,,,,4
Intencion de voto,Opción,Nacional,2023,,2024,2023-05-22,Partido Independiente,PI,,,,,1
Intencion de voto,Opción,Nacional,2023,,2024,2023-05-22,Partido Ecologista Radical Intransigente,PERI,,,,,1
Intencion de voto,Opción,Nacional,2023,,2024,2023-05-22,Otros partidos,OtrosP,,,,,1
Intencion de voto,Opción,Nacional,2023,,2024,2023-05-22,No sabe o no contesta,NS/NC,,,,,11
Intencion de voto,Opción,Nacional,2023,,2024,2023-05-22,Blanco o anulado,B/A,,,,,6
Intencion de voto,Equipos,Nacional,2019,,2024,2019-10-23,Frente Amplio,FA,,,,,43
Intencion de voto,Equipos,Nacional,2019,,2024,2019-10-23,Partido Nacional,PN,,,,,28
Intencion de voto,Equipos,Nacional,2019,,2024,2019-10-23,Partido Colorado,PC,,,,,7
Intencion de voto,Equipos,Nacional,2019,,2024,2019-10-23,Partido Independiente,PI,,,,,1
Intencion de voto,Equipos,Nacional,2019,,2024,2019-10-23,Cabildo Abierto,CA,,,,,2
Intencion de voto,Equipos,Nacional,2019,,2024,2019-10-23,Partido Ecologista Radical Intransigente,PERI,,,,,1
Intencion de voto,Equipos,Nacional,2019,,2024,2019-10-23,Otros partidos,OtrosP,,,,,1
Intencion de voto,Equipos,Nacional,2019,,2024,2019-10-23,No sabe o no contesta,NS/NC,,,,,12
Intencion de voto,Equipos,Nacional,2019,,2024,2019-10-23,Blanco o anulado,B/A,,,,,5
Intencion de voto,Equipos,Nacional,2023,,2024,2023-04-24,Frente Amplio,FA,,,,,42
Intencion de voto,Equipos,Nacional,2023,,2024,2023-04-24,Partido Nacional,PN,,,,,28
Intencion de voto,Equipos,Nacional,2023,,2024,2023-04-24,Partido Colorado,PC,,,,,5
Intencion de voto,Equipos,Nacional,2023,,2024,2023-04-24,Partido Independiente,PI,,,,,1
Intencion de voto,Equipos,Nacional,2023,,2024,2023-04-24,Cabildo Abierto,CA,,,,,2
Intencion de voto,Equipos,Nacional,2023,,2024,2023-04-24,No sabe o no contesta,NS/NC,,,,,15
Intencion de voto,Equipos,Nacional,2023,,2024,2023-04-24,Blanco o anulado,B/A,,,,,7
Intencion de voto,Equipos,Nacional,2022,,2024,2022-05-07,Frente Amplio,FA,,,,,35
Intencion de voto,Equipos,Nacional,2022,,2024,2022-05-07,Partido Nacional,PN,,,,,25
Intencion de voto,Equipos,Nacional,2022,,2024,2022-05-07,Partido Colorado,PC,,,,,5
Intencion de voto,Equipos,Nacional,2022,,2024,2022-05-07,Cabildo Abierto,CA,,,,,2
Intencion de voto,Equipos,Nacional,2022,,2024,2022-05-07,Otros partidos,OtrosP,,,,,1
Intencion de voto,Equipos,Nacional,2022,,2024,2022-05-07,No sabe o no contesta,NS/NC,,,,,25
Intencion de voto,Equipos,Nacional,2022,,2024,2022-05-07,Blanco o anulado,B/A,,,,,7
Evaluacion de gestion presidente,Opcion,,2023,4,,2023-05-22,Partido Nacional,PN,,Lacalle Pou,Buena y muy buena,3,43
Evaluacion de gestion presidente,Opcion,,2023,4,,2023-05-22,Partido Nacional,PN,,Lacalle Pou,Ni buena ni mala,2,24
Evaluacion de gestion presidente,Opcion,,2023,4,,2023-05-22,Partido Nacional,PN,,Lacalle Pou,Mala y muy mala,1,31
Evaluacion de gestion presidente,Opcion,,2023,4,,2023-05-22,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,2
Evaluacion de gestion presidente,Cifra,,2023,4,,2023-05-03,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,46
Evaluacion de gestion presidente,Cifra,,2023,4,,2023-05-03,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,11
Evaluacion de gestion presidente,Cifra,,2023,4,,2023-05-03,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,43
Evaluacion de gestion presidente,Equipos,,2023,4,,2023-06-16,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,45
Evaluacion de gestion presidente,Equipos,,2023,4,,2023-06-16,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,19
Evaluacion de gestion presidente,Equipos,,2023,4,,2023-06-16,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,34
Evaluacion de gestion presidente,Equipos,,2023,4,,2023-06-16,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,2
Evaluacion de gestion presidente,Equipos,,2023,4,,2023-04-24,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,45
Evaluacion de gestion presidente,Equipos,,2023,4,,2023-04-24,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,20
Evaluacion de gestion presidente,Equipos,,2023,4,,2023-04-24,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,34
Evaluacion de gestion presidente,Equipos,,2023,4,,2023-04-24,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Equipos,,2023,4,,2023-02-26,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,45
Evaluacion de gestion presidente,Equipos,,2023,4,,2023-02-26,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,20
Evaluacion de gestion presidente,Equipos,,2023,4,,2023-02-26,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,34
Evaluacion de gestion presidente,Equipos,,2023,4,,2023-02-26,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Cifra,,2023,4,,2023-02-27,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,44
Evaluacion de gestion presidente,Cifra,,2023,4,,2023-02-27,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,14
Evaluacion de gestion presidente,Cifra,,2023,4,,2023-02-27,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,42
Evaluacion de gestion presidente,Opcion,,2023,4,,2023-02-24,Partido Nacional,PN,,Lacalle Pou,Buena y muy buena,3,43
Evaluacion de gestion presidente,Opcion,,2023,4,,2023-02-24,Partido Nacional,PN,,Lacalle Pou,Ni buena ni mala,2,27
Evaluacion de gestion presidente,Opcion,,2023,4,,2023-02-24,Partido Nacional,PN,,Lacalle Pou,Mala y muy mala,1,29
Evaluacion de gestion presidente,Opcion,,2023,4,,2023-02-24,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,2
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-12-20,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,39
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-12-20,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,22
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-12-20,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,38
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-12-20,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-11-07,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,47
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-11-07,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,17
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-11-07,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,36
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-11-07,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,0
Evaluacion de gestion presidente,Opcion,,2022,3,,2022-11-10,Partido Nacional,PN,,Lacalle Pou,Buena y muy buena,3,44
Evaluacion de gestion presidente,Opcion,,2022,3,,2022-11-10,Partido Nacional,PN,,Lacalle Pou,Ni buena ni mala,2,24
Evaluacion de gestion presidente,Opcion,,2022,3,,2022-11-10,Partido Nacional,PN,,Lacalle Pou,Mala y muy mala,1,31
Evaluacion de gestion presidente,Opcion,,2022,3,,2022-11-10,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-10-08,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,49
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-10-08,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,19
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-10-08,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,32
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-10-08,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,0
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-09-05,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,47
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-09-05,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,19
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-09-05,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,34
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-09-05,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,0
Evaluacion de gestion presidente,Cifra,,2022,3,,2022-10-31,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,47
Evaluacion de gestion presidente,Cifra,,2022,3,,2022-10-31,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,11
Evaluacion de gestion presidente,Cifra,,2022,3,,2022-10-31,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,42
Evaluacion de gestion presidente,Opcion,,2022,3,, 29/08/2022,Partido Nacional,PN,,Lacalle Pou,Buena y muy buena,3,41
Evaluacion de gestion presidente,Opcion,,2022,3,, 29/08/2022,Partido Nacional,PN,,Lacalle Pou,Ni buena ni mala,2,27
Evaluacion de gestion presidente,Opcion,,2022,3,, 29/08/2022,Partido Nacional,PN,,Lacalle Pou,Mala y muy mala,1,31
Evaluacion de gestion presidente,Opcion,,2022,3,, 29/08/2022,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,0
Evaluacion de gestion presidente,Cifra,,2022,3,,2022-08-14,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,48
Evaluacion de gestion presidente,Cifra,,2022,3,,2022-08-14,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,14
Evaluacion de gestion presidente,Cifra,,2022,3,,2022-08-14,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,38
Evaluacion de gestion presidente,Cifra,,2022,3,,2022-05-25,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,50
Evaluacion de gestion presidente,Cifra,,2022,3,,2022-05-25,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,10
Evaluacion de gestion presidente,Cifra,,2022,3,,2022-05-25,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,40
Evaluacion de gestion presidente,Cifra,,2022,3,,2022-02-17,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,55
Evaluacion de gestion presidente,Cifra,,2022,3,,2022-02-17,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,11
Evaluacion de gestion presidente,Cifra,,2022,3,,2022-02-17,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,34
Evaluacion de gestion presidente,Opcion,,2022,3,,2022-06-01,Partido Nacional,PN,,Lacalle Pou,Buena y muy buena,3,46
Evaluacion de gestion presidente,Opcion,,2022,3,,2022-06-01,Partido Nacional,PN,,Lacalle Pou,Ni buena ni mala,2,22
Evaluacion de gestion presidente,Opcion,,2022,3,,2022-06-01,Partido Nacional,PN,,Lacalle Pou,Mala y muy mala,1,29
Evaluacion de gestion presidente,Opcion,,2022,3,,2022-06-01,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,3
Evaluacion de gestion presidente,Opcion,,2022,3,,2022-02-26,Partido Nacional,PN,,Lacalle Pou,Buena y muy buena,3,51
Evaluacion de gestion presidente,Opcion,,2022,3,,2022-02-26,Partido Nacional,PN,,Lacalle Pou,Ni buena ni mala,2,24
Evaluacion de gestion presidente,Opcion,,2022,3,,2022-02-26,Partido Nacional,PN,,Lacalle Pou,Mala y muy mala,1,23
Evaluacion de gestion presidente,Opcion,,2022,3,,2022-02-26,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,2
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-07-09,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,46
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-07-09,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,16
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-07-09,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,37
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-07-09,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-05-07,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,48
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-05-07,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,20
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-05-07,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,31
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-05-07,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-04-07,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,47
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-04-07,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,17
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-04-07,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,33
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-04-07,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,3
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-03-02,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,52
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-03-02,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,18
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-03-02,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,28
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-03-02,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,2
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-02-01,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,50
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-02-01,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,21
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-02-01,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,25
Evaluacion de gestion presidente,Equipos,,2022,3,,2022-02-01,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,4
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-12-19,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,50
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-12-19,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,21
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-12-19,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,28
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-12-19,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-11-03,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,49
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-11-03,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,22
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-11-03,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,26
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-11-03,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,3
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-11-08,Partido Nacional,PN,,Lacalle Pou,Buena y muy buena,3,51
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-11-08,Partido Nacional,PN,,Lacalle Pou,Ni buena ni mala,2,27
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-11-08,Partido Nacional,PN,,Lacalle Pou,Mala y muy mala,1,22
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-11-08,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-11-07,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,59
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-11-07,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,8
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-11-07,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,33
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-10-01,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,52
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-10-01,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,14
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-10-01,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,33
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-10-01,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-09-03,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,56
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-09-03,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,12
Evaluacion de gestion presidente,Cifra,,2021,2,,2021-09-03,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,32
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-08-31,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,49
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-08-31,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,17
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-08-31,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,32
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-08-31,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,2
Evaluacion de gestion presidente,Factum,,2021,2,,2021-07-04,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,56
Evaluacion de gestion presidente,Factum,,2021,2,,2021-07-04,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,1
Evaluacion de gestion presidente,Factum,,2021,2,,2021-07-04,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,40
Evaluacion de gestion presidente,Factum,,2021,2,,2021-07-04,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,2
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-08-16,Partido Nacional,PN,,Lacalle Pou,Buena y muy buena,3,46
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-08-16,Partido Nacional,PN,,Lacalle Pou,Ni buena ni mala,2,27
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-08-16,Partido Nacional,PN,,Lacalle Pou,Mala y muy mala,1,26
Evaluacion de gestion presidente,Opcion,,2021,2,,2021-08-16,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-08-02,Partido Nacional,PN,,Lacalle Pou,Aprueba,3,47
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-08-02,Partido Nacional,PN,,Lacalle Pou,Ni aprueba ni desaprueba,2,20
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-08-02,Partido Nacional,PN,,Lacalle Pou,Desaprueba,1,32
Evaluacion de gestion presidente,Equipos,,2021,2,,2021-08-02,Partido Nacional,PN,,Lacalle Pou,No sabe o no contesta	,0,1
