medicion,empresa,tipo_eleccion,anio_medicion,anio_gobierno,eleccion,fecha,partido,sigla,candidato,presidente,categoria,categoria_unificada,valor
Intencion de voto,Cifra,Nacional,2014,,2014,2014-07-15,"Indecisos, blanco y anulado",I/B/A,,,,,6
Intencion de voto,Cifra,Nacional,2014,,2014,2014-07-15,Partido Colorado,PC,,,,,16
Intencion de voto,Cifra,Nacional,2014,,2014,2014-07-15,Partido Independiente,PI,,,,,4
Intencion de voto,Cifra,Nacional,2014,,2014,2014-07-15,Partido Nacional,PN,,,,,30
Intencion de voto,Cifra,Nacional,2014,,2014,2014-07-15,Unidad Popular,UP,,,,,1
Intencion de voto,Equipos,Nacional,2014,,2014,2014-07-14,Blanco o anulado,B/A,,,,,2
Intencion de voto,Equipos,Nacional,2014,,2014,2014-07-14,Frente Amplio,FA,,,,,42
Intencion de voto,Equipos,Nacional,2014,,2014,2014-07-14,No sabe o no contesta,NS/NC,,,,,14
Intencion de voto,Equipos,Nacional,2014,,2014,2014-07-14,Otros partidos,OtrosP,,,,,1
Intencion de voto,Equipos,Nacional,2014,,2014,2014-07-14,Partido Colorado,PC,,,,,13
Intencion de voto,Equipos,Nacional,2014,,2014,2014-07-14,Partido Independiente,PI,,,,,1
Intencion de voto,Equipos,Nacional,2014,,2014,2014-07-14,Partido Nacional,PN,,,,,27
Intencion de voto,Factum,Nacional,2014,,2014,2014-07-10,Blanco o anulado,B/A,,,,,2
Intencion de voto,Factum,Nacional,2014,,2014,2014-07-10,Frente Amplio,FA,,,,,42
Intencion de voto,Factum,Balotaje,2014,,2014,2014-07-10,Frente Amplio,FA,Tabare Vazquez,,,,51
Intencion de voto,Factum,Balotaje,2014,,2014,2014-07-10,"Indecisos, blanco y anulado",I/B/A,"Indecisos, blanco y anulado",,,,3
Intencion de voto,Factum,Nacional,2014,,2014,2014-07-10,No sabe o no contesta,NS/NC,,,,,7
Intencion de voto,Factum,Nacional,2014,,2014,2014-07-10,Partido Colorado,PC,,,,,14
Intencion de voto,Factum,Nacional,2014,,2014,2014-07-10,Partido Independiente,PI,,,,,3
Intencion de voto,Factum,Nacional,2014,,2014,2014-07-10,Partido Nacional,PN,,,,,30
Intencion de voto,Factum,Balotaje,2014,,2014,2014-07-10,Partido Nacional,PN,Luis Lacalle Pou,,,,46
Intencion de voto,Factum,Nacional,2014,,2014,2014-07-10,Unidad Popular,UP,,,,,2
Evaluacion de gestion presidente,Equipos,,2014,5,,2014-07-01,Frente Amplio,FA,,Mujica,Aprueba,3,51
Evaluacion de gestion presidente,Equipos,,2014,5,,2014-07-01,Frente Amplio,FA,,Mujica,Ni aprueba ni desaprueba,2,24
Evaluacion de gestion presidente,Equipos,,2014,5,,2014-07-01,Frente Amplio,FA,,Mujica,Desaprueba,1,25
Intencion de voto,Equipos,Nacional,2014,,2014,2014-05-27,Blanco o anulado,B/A,,,,,2
Intencion de voto,Equipos,Internas,2014,,2014,2014-05-27,Frente Amplio,FA,Tabare Vazquez,,,,83
Intencion de voto,Equipos,Internas,2014,,2014,2014-05-27,Frente Amplio,FA,Constanza Moreira,,,,15
Intencion de voto,Equipos,Internas,2014,,2014,2014-05-27,Frente Amplio,FA,No sabe o no contesta,,,,2
Intencion de voto,Equipos,Nacional,2014,,2014,2014-05-27,Frente Amplio,FA,,,,,44
Intencion de voto,Equipos,Nacional,2014,,2014,2014-05-27,No sabe o no contesta,NS/NC,,,,,9
Intencion de voto,Equipos,Nacional,2014,,2014,2014-05-27,Otros partidos,OtrosP,,,,,1
Intencion de voto,Equipos,Internas,2014,,2014,2014-05-27,Partido Colorado,PC,Pedro Bordaberry,,,,75
Intencion de voto,Equipos,Internas,2014,,2014,2014-05-27,Partido Colorado,PC,Jose Amorin Batlle,,,,15
Intencion de voto,Equipos,Internas,2014,,2014,2014-05-27,Partido Colorado,PC,No sabe o no contesta,,,,10
Intencion de voto,Equipos,Nacional,2014,,2014,2014-05-27,Partido Colorado,PC,,,,,16
Intencion de voto,Equipos,Nacional,2014,,2014,2014-05-27,Partido Independiente,PI,,,,,2
Intencion de voto,Equipos,Internas,2014,,2014,2014-05-27,Partido Nacional,PN,Jorge Larrañaga,,,,50
Intencion de voto,Equipos,Internas,2014,,2014,2014-05-27,Partido Nacional,PN,Luis Lacalle Pou,,,,46
Intencion de voto,Equipos,Internas,2014,,2014,2014-05-27,Partido Nacional,PN,No sabe o no contesta,,,,4
Intencion de voto,Equipos,Nacional,2014,,2014,2014-05-27,Partido Nacional,PN,,,,,26
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-26,Frente Amplio,FA,Tabare Vazquez,,,,81
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-26,Frente Amplio,FA,Constanza Moreira,,,,15
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-26,Frente Amplio,FA,Indecisos y otros,,,,4
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-26,Partido Colorado,PC,Pedro Bordaberry,,,,80
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-26,Partido Colorado,PC,Jose Amorin Batlle,,,,16
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-26,Partido Colorado,PC,Indecisos y otros,,,,4
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-26,Partido Nacional,PN,Jorge Larrañaga,,,,47
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-26,Partido Nacional,PN,Luis Lacalle Pou,,,,45
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-26,Partido Nacional,PN,Indecisos y otros,,,,8
Intencion de voto,Radar,Internas,2014,,2014,2014-05-25,Frente Amplio,FA,Tabare Vazquez,,,,77
Intencion de voto,Radar,Internas,2014,,2014,2014-05-25,Frente Amplio,FA,Constanza Moreira,,,,20
Intencion de voto,Radar,Internas,2014,,2014,2014-05-25,Frente Amplio,FA,No sabe o no contesta,,,,3
Intencion de voto,Radar,Internas,2014,,2014,2014-05-25,Partido Nacional,PN,Jorge Larrañaga,,,,49
Intencion de voto,Radar,Internas,2014,,2014,2014-05-25,Partido Nacional,PN,Luis Lacalle Pou,,,,48
Intencion de voto,Radar,Internas,2014,,2014,2014-05-25,Partido Nacional,PN,No sabe o no contesta,,,,3
Intencion de voto,Radar,Internas,2014,,2014,2014-05-25,Partido Colorado,PC,Pedro Bordaberry,,,,84
Intencion de voto,Radar,Internas,2014,,2014,2014-05-25,Partido Colorado,PC,Jose Amorin Batlle,,,,14
Intencion de voto,Radar,Internas,2014,,2014,2014-05-25,Partido Colorado,PC,No sabe o no contesta,,,,2
Intencion de voto,Radar,Nacional,2014,,2014,2014-05-25,Frente Amplio,FA,,,,,36
Intencion de voto,Radar,Nacional,2014,,2014,2014-05-25,Partido Nacional,PN,,,,,29
Intencion de voto,Radar,Nacional,2014,,2014,2014-05-25,Partido Colorado,PC,,,,,13
Intencion de voto,Radar,Nacional,2014,,2014,2014-05-25,Partido Independiente,PI,,,,,3
Intencion de voto,Radar,Nacional,2014,,2014,2014-05-25,Unidad Popular,UP,,,,,1
Intencion de voto,Radar,Nacional,2014,,2014,2014-05-25,No sabe o no contesta,NS/NC,,,,,12
Intencion de voto,Radar,Nacional,2014,,2014,2014-05-25,Blanco o anulado,B/A,,,,,6
Intencion de voto,Interconsult,Internas,2014,,2014,2014-05-21,Frente Amplio,FA,Tabare Vazquez,,,,80
Intencion de voto,Interconsult,Internas,2014,,2014,2014-05-21,Frente Amplio,FA,Constanza Moreira,,,,19
Intencion de voto,Interconsult,Internas,2014,,2014,2014-05-21,Frente Amplio,FA,No sabe o no contesta,,,,1
Intencion de voto,Interconsult,Internas,2014,,2014,2014-05-21,Partido Colorado,PC,Pedro Bordaberry,,,,80
Intencion de voto,Interconsult,Internas,2014,,2014,2014-05-21,Partido Colorado,PC,Jose Amorin Batlle,,,,19
Intencion de voto,Interconsult,Internas,2014,,2014,2014-05-21,Partido Colorado,PC,No sabe o no contesta,,,,1
Intencion de voto,Interconsult,Internas,2014,,2014,2014-05-21,Partido Nacional,PN,Jorge Larrañaga,,,,50
Intencion de voto,Interconsult,Internas,2014,,2014,2014-05-21,Partido Nacional,PN,Luis Lacalle Pou,,,,49
Intencion de voto,Interconsult,Internas,2014,,2014,2014-05-21,Partido Nacional,PN,No sabe o no contesta,,,,1
Intencion de voto,Factum,Internas,2014,,2014,2014-05-15,Frente Amplio,FA,Tabare Vazquez,,,,84
Intencion de voto,Factum,Internas,2014,,2014,2014-05-15,Frente Amplio,FA,Constanza Moreira,,,,15
Intencion de voto,Factum,Internas,2014,,2014,2014-05-15,Frente Amplio,FA,Indecisos,,,,1
Intencion de voto,Factum,Internas,2014,,2014,2014-05-15,Partido Colorado,PC,Pedro Bordaberry,,,,75
Intencion de voto,Factum,Internas,2014,,2014,2014-05-15,Partido Colorado,PC,Jose Amorin Batlle,,,,24
Intencion de voto,Factum,Internas,2014,,2014,2014-05-15,Partido Colorado,PC,Indecisos,,,,1
Intencion de voto,Factum,Internas,2014,,2014,2014-05-15,Partido Nacional,PN,Jorge Larrañaga,,,,53
Intencion de voto,Factum,Internas,2014,,2014,2014-05-15,Partido Nacional,PN,Luis Lacalle Pou,,,,46
Intencion de voto,Factum,Internas,2014,,2014,2014-05-15,Partido Nacional,PN,Indecisos,,,,1
Evaluacion de gestion presidente,Cifra,,2014,5,,2014-05-02,Frente Amplio,FA,,Mujica,Aprueba,3,52
Evaluacion de gestion presidente,Cifra,,2014,5,,2014-05-02,Frente Amplio,FA,,Mujica,Desaprueba,1,30
Evaluacion de gestion presidente,Cifra,,2014,5,,2014-05-02,Frente Amplio,FA,,Mujica,Ni aprueba ni desaprueba,2,18
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-02,Frente Amplio,FA,Tabare Vazquez,,,,85
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-02,Frente Amplio,FA,Constanza Moreira,,,,11
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-02,Frente Amplio,FA,Indecisos y otros,,,,4
Intencion de voto,Cifra,Nacional,2014,,2014,2014-05-02,Frente Amplio,FA,,,,,44
Intencion de voto,Cifra,Nacional,2014,,2014,2014-05-02,"Indecisos, blanco y anulado",I/B/A,,,,,6
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-02,Partido Colorado,PC,Pedro Bordaberry,,,,85
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-02,Partido Colorado,PC,Jose Amorin Batlle,,,,11
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-02,Partido Colorado,PC,Indecisos y otros,,,,4
Intencion de voto,Cifra,Nacional,2014,,2014,2014-05-02,Partido Colorado,PC,,,,,18
Intencion de voto,Cifra,Nacional,2014,,2014,2014-05-02,Partido Independiente,PI,,,,,2
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-02,Partido Nacional,PN,Jorge Larrañaga,,,,51
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-02,Partido Nacional,PN,Luis Lacalle Pou,,,,41
Intencion de voto,Cifra,Internas,2014,,2014,2014-05-02,Partido Nacional,PN,Indecisos y otros,,,,8
Intencion de voto,Cifra,Nacional,2014,,2014,2014-05-02,Partido Nacional,PN,,,,,30
Intencion de voto,Factum,Internas,2014,,2014,2014-05-01,Frente Amplio,FA,Tabare Vazquez,,,,82
Intencion de voto,Factum,Internas,2014,,2014,2014-05-01,Frente Amplio,FA,Constanza Moreira,,,,15
Intencion de voto,Factum,Internas,2014,,2014,2014-05-01,Frente Amplio,FA,Indecisos,,,,3
Intencion de voto,Factum,Internas,2014,,2014,2014-05-01,Partido Colorado,PC,Pedro Bordaberry,,,,78
Intencion de voto,Factum,Internas,2014,,2014,2014-05-01,Partido Colorado,PC,Jose Amorin Batlle,,,,21
Intencion de voto,Factum,Internas,2014,,2014,2014-05-01,Partido Colorado,PC,Indecisos,,,,1
Intencion de voto,Factum,Internas,2014,,2014,2014-05-01,Partido Nacional,PN,Jorge Larrañaga,,,,53
Intencion de voto,Factum,Internas,2014,,2014,2014-05-01,Partido Nacional,PN,Luis Lacalle Pou,,,,45
Intencion de voto,Factum,Internas,2014,,2014,2014-05-01,Partido Nacional,PN,Indecisos,,,,2
Intencion de voto,Factum,Nacional,2014,,2014,2014-04-21,Blanco o anulado,B/A,,,,,5
Intencion de voto,Factum,Nacional,2014,,2014,2014-04-21,Frente Amplio,FA,,,,,43
Intencion de voto,Factum,Nacional,2014,,2014,2014-04-21,No sabe o no contesta,NS/NC,,,,,5
Intencion de voto,Factum,Nacional,2014,,2014,2014-04-21,Partido Colorado,PC,,,,,15
Intencion de voto,Factum,Nacional,2014,,2014,2014-04-21,Partido Independiente,PI,,,,,4
Intencion de voto,Factum,Nacional,2014,,2014,2014-04-21,Partido Nacional,PN,,,,,27
Intencion de voto,Factum,Nacional,2014,,2014,2014-04-21,Unidad Popular,UP,,,,,1
Intencion de voto,Factum,Internas,2014,,2014,2014-04-15,Frente Amplio,FA,Tabare Vazquez,,,,81
Intencion de voto,Factum,Internas,2014,,2014,2014-04-15,Frente Amplio,FA,Constanza Moreira,,,,15
Intencion de voto,Factum,Internas,2014,,2014,2014-04-15,Frente Amplio,FA,Indecisos,,,,4
Intencion de voto,Factum,Internas,2014,,2014,2014-04-15,Partido Colorado,PC,Pedro Bordaberry,,,,79
Intencion de voto,Factum,Internas,2014,,2014,2014-04-15,Partido Colorado,PC,Jose Amorin Batlle,,,,20
Intencion de voto,Factum,Internas,2014,,2014,2014-04-15,Partido Colorado,PC,Indecisos,,,,1
Intencion de voto,Factum,Internas,2014,,2014,2014-04-15,Partido Nacional,PN,Jorge Larrañaga,,,,53
Intencion de voto,Factum,Internas,2014,,2014,2014-04-15,Partido Nacional,PN,Luis Lacalle Pou,,,,44
Intencion de voto,Factum,Internas,2014,,2014,2014-04-15,Partido Nacional,PN,Indecisos,,,,3
Intencion de voto,Equipos,Nacional,2014,,2014,2014-04-06,Blanco o anulado,B/A,,,,,2
Intencion de voto,Equipos,Internas,2014,,2014,2014-04-06,Frente Amplio,FA,Tabare Vazquez,,,,85
Intencion de voto,Equipos,Internas,2014,,2014,2014-04-06,Frente Amplio,FA,Constanza Moreira,,,,12
Intencion de voto,Equipos,Internas,2014,,2014,2014-04-06,Frente Amplio,FA,No sabe o no contesta,,,,3
Intencion de voto,Equipos,Nacional,2014,,2014,2014-04-06,Frente Amplio,FA,,,,,43
Intencion de voto,Equipos,Nacional,2014,,2014,2014-04-06,No sabe o no contesta,NS/NC,,,,,9
Intencion de voto,Equipos,Nacional,2014,,2014,2014-04-06,Otros partidos,OtrosP,,,,,1
Intencion de voto,Equipos,Internas,2014,,2014,2014-04-06,Partido Colorado,PC,Pedro Bordaberry,,,,92
Intencion de voto,Equipos,Internas,2014,,2014,2014-04-06,Partido Colorado,PC,Jose Amorin Batlle,,,,5
Intencion de voto,Equipos,Internas,2014,,2014,2014-04-06,Partido Colorado,PC,No sabe o no contesta,,,,3
Intencion de voto,Equipos,Nacional,2014,,2014,2014-04-06,Partido Colorado,PC,,,,,16
Intencion de voto,Equipos,Nacional,2014,,2014,2014-04-06,Partido Independiente,PI,,,,,2
Intencion de voto,Equipos,Internas,2014,,2014,2014-04-06,Partido Nacional,PN,Jorge Larrañaga,,,,50
Intencion de voto,Equipos,Internas,2014,,2014,2014-04-06,Partido Nacional,PN,Luis Lacalle Pou,,,,38
Intencion de voto,Equipos,Internas,2014,,2014,2014-04-06,Partido Nacional,PN,Sergio Abreu,,,,8
Intencion de voto,Equipos,Internas,2014,,2014,2014-04-06,Partido Nacional,PN,No sabe o no contesta,,,,4
Intencion de voto,Equipos,Nacional,2014,,2014,2014-04-06,Partido Nacional,PN,,,,,28
Evaluacion de gestion presidente,Opcion,,2014,5,,2014-04-01,Frente Amplio,FA,,Mujica,Mala y muy mala,1,23
Evaluacion de gestion presidente,Opcion,,2014,5,,2014-04-01,Frente Amplio,FA,,Mujica,Ni buena ni mala,2,31
Evaluacion de gestion presidente,Opcion,,2014,5,,2014-04-01,Frente Amplio,FA,,Mujica,Buena y muy buena,3,46
Evaluacion de gestion presidente,Opcion,,2014,5,,2014-04-01,Frente Amplio,FA,,Mujica,No sabe o no contesta,0,1
Intencion de voto,Opcion,Nacional,2014,,2014,2014-04-01,Blanco o anulado,B/A,,,,,4
Intencion de voto,Opcion,Nacional,2014,,2014,2014-04-01,Frente Amplio,FA,,,,,43
Intencion de voto,Opcion,Nacional,2014,,2014,2014-04-01,No sabe o no contesta,NS/NC,,,,,5
Intencion de voto,Opcion,Nacional,2014,,2014,2014-04-01,Partido Colorado,PC,,,,,15
Intencion de voto,Opcion,Nacional,2014,,2014,2014-04-01,Partido Independiente,PI,,,,,4
Intencion de voto,Opcion,Nacional,2014,,2014,2014-04-01,Partido Nacional,PN,,,,,29
Evaluacion de gestion presidente,Cifra,,2014,5,,2014-03-23,Frente Amplio,FA,,Mujica,Aprueba,3,52
Evaluacion de gestion presidente,Cifra,,2014,5,,2014-03-23,Frente Amplio,FA,,Mujica,Desaprueba,1,29
Evaluacion de gestion presidente,Cifra,,2014,5,,2014-03-23,Frente Amplio,FA,,Mujica,Ni aprueba ni desaprueba,2,19
Intencion de voto,Cifra,Internas,2014,,2014,2014-03-23,Frente Amplio,FA,Tabare Vazquez,,,,83
Intencion de voto,Cifra,Internas,2014,,2014,2014-03-23,Frente Amplio,FA,Constanza Moreira,,,,11
Intencion de voto,Cifra,Internas,2014,,2014,2014-03-23,Frente Amplio,FA,Indecisos y otros,,,,6
Intencion de voto,Cifra,Nacional,2014,,2014,2014-03-23,Frente Amplio,FA,,,,,44
Intencion de voto,Cifra,Nacional,2014,,2014,2014-03-23,"Indecisos, blanco y anulado",I/B/A,,,,,7
Intencion de voto,Cifra,Internas,2014,,2014,2014-03-23,Partido Colorado,PC,Pedro Bordaberry,,,,80
Intencion de voto,Cifra,Internas,2014,,2014,2014-03-23,Partido Colorado,PC,Jose Amorin Batlle,,,,13
Intencion de voto,Cifra,Internas,2014,,2014,2014-03-23,Partido Colorado,PC,Indecisos y otros,,,,7
Intencion de voto,Cifra,Nacional,2014,,2014,2014-03-23,Partido Colorado,PC,,,,,17
Intencion de voto,Cifra,Nacional,2014,,2014,2014-03-23,Partido Independiente,PI,,,,,2
Intencion de voto,Cifra,Internas,2014,,2014,2014-03-23,Partido Nacional,PN,Jorge Larrañaga,,,,46
Intencion de voto,Cifra,Internas,2014,,2014,2014-03-23,Partido Nacional,PN,Luis Lacalle Pou,,,,36
Intencion de voto,Cifra,Internas,2014,,2014,2014-03-23,Partido Nacional,PN,Sergio Abreu,,,,11
Intencion de voto,Cifra,Internas,2014,,2014,2014-03-23,Partido Nacional,PN,Indecisos y otros,,,,7
Intencion de voto,Cifra,Nacional,2014,,2014,2014-03-23,Partido Nacional,PN,,,,,30
Intencion de voto,Interconsult,Internas,2014,,2014,2014-03-18,Frente Amplio,FA,Tabare Vazquez,,,,88
Intencion de voto,Interconsult,Internas,2014,,2014,2014-03-18,Frente Amplio,FA,Constanza Moreira,,,,10
Intencion de voto,Interconsult,Internas,2014,,2014,2014-03-18,Frente Amplio,FA,No sabe o no contesta,,,,2
Intencion de voto,Interconsult,Internas,2014,,2014,2014-03-18,Partido Colorado,PC,Pedro Bordaberry,,,,79
Intencion de voto,Interconsult,Internas,2014,,2014,2014-03-18,Partido Colorado,PC,Jose Amorin Batlle,,,,12
Intencion de voto,Interconsult,Internas,2014,,2014,2014-03-18,Partido Colorado,PC,No sabe o no contesta,,,,9
Intencion de voto,Interconsult,Internas,2014,,2014,2014-03-18,Partido Nacional,PN,Jorge Larrañaga,,,,48
Intencion de voto,Interconsult,Internas,2014,,2014,2014-03-18,Partido Nacional,PN,Luis Lacalle Pou,,,,39
Intencion de voto,Interconsult,Internas,2014,,2014,2014-03-18,Partido Nacional,PN,Sergio Abreu,,,,9
Intencion de voto,Interconsult,Internas,2014,,2014,2014-03-18,Partido Nacional,PN,No sabe o no contesta,,,,4
Evaluacion de gestion presidente,Opcion,,2014,5,,2014-03-01,Frente Amplio,FA,,Mujica,Mala y muy mala,1,27.7
Evaluacion de gestion presidente,Opcion,,2014,5,,2014-03-01,Frente Amplio,FA,,Mujica,Ni buena ni mala,2,30.9
Evaluacion de gestion presidente,Opcion,,2014,5,,2014-03-01,Frente Amplio,FA,,Mujica,Buena y muy buena,3,39.7
Evaluacion de gestion presidente,Opcion,,2014,5,,2014-03-01,Frente Amplio,FA,,Mujica,No sabe o no contesta,0,1.36
Evaluacion de gestion presidente,Equipos,,2014,5,,2014-03-01,Frente Amplio,FA,,Mujica,Aprueba,3,47
Evaluacion de gestion presidente,Equipos,,2014,5,,2014-03-01,Frente Amplio,FA,,Mujica,Ni aprueba ni desaprueba,2,24
Evaluacion de gestion presidente,Equipos,,2014,5,,2014-03-01,Frente Amplio,FA,,Mujica,Desaprueba,1,29
Intencion de voto,Factum,Internas,2014,,2014,2014-03-01,Frente Amplio,FA,Tabare Vazquez,,,,85
Intencion de voto,Factum,Internas,2014,,2014,2014-03-01,Frente Amplio,FA,Constanza Moreira,,,,11
Intencion de voto,Factum,Internas,2014,,2014,2014-03-01,Frente Amplio,FA,Indecisos,,,,4
Intencion de voto,Factum,Internas,2014,,2014,2014-03-01,Partido Colorado,PC,Pedro Bordaberry,,,,79
Intencion de voto,Factum,Internas,2014,,2014,2014-03-01,Partido Colorado,PC,Jose Amorin Batlle,,,,20
Intencion de voto,Factum,Internas,2014,,2014,2014-03-01,Partido Colorado,PC,Indecisos,,,,1
Intencion de voto,Factum,Internas,2014,,2014,2014-03-01,Partido Nacional,PN,Jorge Larrañaga,,,,51
Intencion de voto,Factum,Internas,2014,,2014,2014-03-01,Partido Nacional,PN,Luis Lacalle Pou,,,,39
Intencion de voto,Factum,Internas,2014,,2014,2014-03-01,Partido Nacional,PN,Sergio Abreu,,,,7
Intencion de voto,Factum,Internas,2014,,2014,2014-03-01,Partido Nacional,PN,Indecisos,,,,3
Intencion de voto,Opcion,Nacional,2014,,2014,2014-03-01,Blanco o anulado,B/A,,,,,3
Intencion de voto,Opcion,Nacional,2014,,2014,2014-03-01,Frente Amplio,FA,,,,,41
Intencion de voto,Opcion,Nacional,2014,,2014,2014-03-01,No sabe o no contesta,NS/NC,,,,,4
Intencion de voto,Opcion,Nacional,2014,,2014,2014-03-01,Partido Colorado,PC,,,,,17
Intencion de voto,Opcion,Nacional,2014,,2014,2014-03-01,Partido Independiente,PI,,,,,5
Intencion de voto,Opcion,Nacional,2014,,2014,2014-03-01,Partido Nacional,PN,,,,,29
Intencion de voto,Equipos,Nacional,2014,,2014,2014-02-19,Blanco o anulado,B/A,,,,,3
Intencion de voto,Equipos,Internas,2014,,2014,2014-02-19,Frente Amplio,FA,Tabare Vazquez,,,,89
Intencion de voto,Equipos,Internas,2014,,2014,2014-02-19,Frente Amplio,FA,Constanza Moreira,,,,7
Intencion de voto,Equipos,Internas,2014,,2014,2014-02-19,Frente Amplio,FA,No sabe o no contesta,,,,4
Intencion de voto,Equipos,Nacional,2014,,2014,2014-02-19,Frente Amplio,FA,,,,,44
Intencion de voto,Equipos,Nacional,2014,,2014,2014-02-19,No sabe o no contesta,NS/NC,,,,,10
Intencion de voto,Equipos,Nacional,2014,,2014,2014-02-19,Otros partidos,OtrosP,,,,,1
Intencion de voto,Equipos,Internas,2014,,2014,2014-02-19,Partido Colorado,PC,Pedro Bordaberry,,,,94
Intencion de voto,Equipos,Internas,2014,,2014,2014-02-19,Partido Colorado,PC,Jose Amorin Batlle,,,,3
Intencion de voto,Equipos,Internas,2014,,2014,2014-02-19,Partido Colorado,PC,No sabe o no contesta,,,,3
Intencion de voto,Equipos,Nacional,2014,,2014,2014-02-19,Partido Colorado,PC,,,,,14
Intencion de voto,Equipos,Nacional,2014,,2014,2014-02-19,Partido Independiente,PI,,,,,3
Intencion de voto,Equipos,Internas,2014,,2014,2014-02-19,Partido Nacional,PN,Jorge Larrañaga,,,,49
Intencion de voto,Equipos,Internas,2014,,2014,2014-02-19,Partido Nacional,PN,Luis Lacalle Pou,,,,35
Intencion de voto,Equipos,Internas,2014,,2014,2014-02-19,Partido Nacional,PN,Sergio Abreu,,,,6
Intencion de voto,Equipos,Internas,2014,,2014,2014-02-19,Partido Nacional,PN,No sabe o no contesta,,,,9
Intencion de voto,Equipos,Nacional,2014,,2014,2014-02-19,Partido Nacional,PN,,,,,26
Intencion de voto,Radar,Nacional,2014,,2014,2014-02-18,Frente Amplio,FA,,,,,36
Intencion de voto,Radar,Nacional,2014,,2014,2014-02-18,Partido Nacional,PN,,,,,24
Intencion de voto,Radar,Nacional,2014,,2014,2014-02-18,Partido Colorado,PC,,,,,12
Intencion de voto,Radar,Nacional,2014,,2014,2014-02-18,Partido Independiente,PI,,,,,3
Intencion de voto,Radar,Nacional,2014,,2014,2014-02-18,Unidad Popular,UP,,,,,1
Intencion de voto,Radar,Nacional,2014,,2014,2014-02-18,No sabe o no contesta,NS/NC,,,,,16
Intencion de voto,Radar,Nacional,2014,,2014,2014-02-18,Blanco o anulado,B/A,,,,,8
Intencion de voto,Cifra,Internas,2014,,2014,2014-02-16,Frente Amplio,FA,Tabare Vazquez,,,,86
Intencion de voto,Cifra,Internas,2014,,2014,2014-02-16,Frente Amplio,FA,Constanza Moreira,,,,10
Intencion de voto,Cifra,Internas,2014,,2014,2014-02-16,Frente Amplio,FA,Indecisos y otros,,,,4
Intencion de voto,Cifra,Nacional,2014,,2014,2014-02-16,Frente Amplio,FA,,,,,45
Intencion de voto,Cifra,Nacional,2014,,2014,2014-02-16,"Indecisos, blanco y anulado",I/B/A,,,,,10
Intencion de voto,Cifra,Internas,2014,,2014,2014-02-16,Partido Colorado,PC,Pedro Bordaberry,,,,88
Intencion de voto,Cifra,Internas,2014,,2014,2014-02-16,Partido Colorado,PC,Jose Amorin Batlle,,,,7
Intencion de voto,Cifra,Internas,2014,,2014,2014-02-16,Partido Colorado,PC,Indecisos y otros,,,,5
Intencion de voto,Cifra,Nacional,2014,,2014,2014-02-16,Partido Colorado,PC,,,,,15
Intencion de voto,Cifra,Nacional,2014,,2014,2014-02-16,Partido Independiente,PI,,,,,2
Intencion de voto,Cifra,Internas,2014,,2014,2014-02-16,Partido Nacional,PN,Jorge Larrañaga,,,,47
Intencion de voto,Cifra,Internas,2014,,2014,2014-02-16,Partido Nacional,PN,Luis Lacalle Pou,,,,35
Intencion de voto,Cifra,Internas,2014,,2014,2014-02-16,Partido Nacional,PN,Sergio Abreu,,,,10
Intencion de voto,Cifra,Internas,2014,,2014,2014-02-16,Partido Nacional,PN,Indecisos y otros,,,,8
Intencion de voto,Cifra,Nacional,2014,,2014,2014-02-16,Partido Nacional,PN,,,,,28
Intencion de voto,Interconsult,Nacional,2014,,2014,2014-02-15,Blanco o anulado,B/A,,,,,4
Intencion de voto,Interconsult,Nacional,2014,,2014,2014-02-15,Frente Amplio,FA,,,,,45
Intencion de voto,Interconsult,Nacional,2014,,2014,2014-02-15,No sabe o no contesta,NS/NC,,,,,4
Intencion de voto,Interconsult,Nacional,2014,,2014,2014-02-15,Partido Colorado,PC,,,,,15
Intencion de voto,Interconsult,Nacional,2014,,2014,2014-02-15,Partido Independiente,PI,,,,,2
Intencion de voto,Interconsult,Nacional,2014,,2014,2014-02-15,Partido Nacional,PN,,,,,30
Intencion de voto,Factum,Internas,2014,,2014,2014-02-01,Frente Amplio,FA,Tabare Vazquez,,,,87
Intencion de voto,Factum,Internas,2014,,2014,2014-02-01,Frente Amplio,FA,Constanza Moreira,,,,13
Intencion de voto,Factum,Internas,2014,,2014,2014-02-01,Partido Colorado,PC,Pedro Bordaberry,,,,79
Intencion de voto,Factum,Internas,2014,,2014,2014-02-01,Partido Colorado,PC,Jose Amorin Batlle,,,,21
